instance_id,family,domain,split,system,faithfulness_mean,code_consistency_mean,vacuity_rate,proof_utility_mean,contradiction_flag,missing_critical_units,failure_mode_label,annotation_origin,source_template_id,repair_subset
arrays_binary_search_004,arrays_binary_search,arrays,eval,full_method_v1,0.2500,0.5000,0.0000,0.2087,true,3,low_faithfulness,direct_adjudicated,arrays_binary_search_001,yes
arrays_binary_search_004,arrays_binary_search,arrays,eval,naive_concat_v1,0.8750,1.0000,0.1667,0.2973,false,0,,direct_adjudicated,arrays_binary_search_001,no
arrays_binary_search_004,arrays_binary_search,arrays,eval,text_only_v1,0.8571,1.0000,0.2857,0.2947,false,0,,direct_adjudicated,arrays_binary_search_002,no
arrays_binary_search_005,arrays_binary_search,arrays,eval,full_method_v1,0.8750,1.0000,0.0000,0.2973,false,0,,direct_adjudicated,arrays_binary_search_002,no
arrays_binary_search_005,arrays_binary_search,arrays,eval,text_only_v1,0.8571,1.0000,0.2857,0.2947,false,0,,direct_adjudicated,arrays_binary_search_002,no
arrays_binary_search_006,arrays_binary_search,arrays,eval,full_method_v1,0.2500,0.5000,0.0000,0.2087,true,3,low_faithfulness,direct_adjudicated,arrays_binary_search_001,yes
arrays_binary_search_006,arrays_binary_search,arrays,eval,naive_concat_v1,0.8750,1.0000,0.1667,0.2973,false,0,,direct_adjudicated,arrays_binary_search_001,no
arrays_binary_search_006,arrays_binary_search,arrays,eval,text_only_v1,0.8571,1.0000,0.2857,0.2947,false,0,,direct_adjudicated,arrays_binary_search_002,no
arrays_binary_search_007,arrays_binary_search,arrays,eval,full_method_v1,0.8750,1.0000,0.0000,0.2973,false,0,,direct_adjudicated,arrays_binary_search_002,no
arrays_binary_search_007,arrays_binary_search,arrays,eval,text_only_v1,0.8571,1.0000,0.2857,0.2947,false,0,,direct_adjudicated,arrays_binary_search_002,no
arrays_max_subarray_001,arrays_max_subarray,arrays,dev,code_only_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,arrays_max_subarray_001,no
arrays_max_subarray_001,arrays_max_subarray,arrays,dev,full_method_v1,0.9000,1.0000,0.0000,0.3008,false,0,,direct_adjudicated,arrays_max_subarray_001,no
arrays_max_subarray_001,arrays_max_subarray,arrays,dev,naive_concat_v1,0.7727,1.0000,0.0909,0.2828,false,2,,direct_adjudicated,arrays_max_subarray_001,no
arrays_max_subarray_001,arrays_max_subarray,arrays,dev,text_only_v1,0.6429,1.0000,0.1429,0.2644,false,2,,direct_adjudicated,arrays_max_subarray_001,no
arrays_max_subarray_002,arrays_max_subarray,arrays,dev,code_only_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,arrays_max_subarray_002,no
arrays_max_subarray_002,arrays_max_subarray,arrays,dev,full_method_v1,0.9000,1.0000,0.0000,0.3008,false,0,,direct_adjudicated,arrays_max_subarray_002,no
arrays_max_subarray_002,arrays_max_subarray,arrays,dev,naive_concat_v1,0.5455,1.0000,0.0909,0.2506,false,2,,direct_adjudicated,arrays_max_subarray_002,no
arrays_max_subarray_002,arrays_max_subarray,arrays,dev,text_only_v1,1.0000,1.0000,0.0000,0.3150,false,2,,direct_adjudicated,arrays_max_subarray_002,no
arrays_max_subarray_003,arrays_max_subarray,arrays,dev,code_only_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,arrays_max_subarray_001,no
arrays_max_subarray_003,arrays_max_subarray,arrays,dev,full_method_v1,0.9000,1.0000,0.0000,0.3008,false,0,,direct_adjudicated,arrays_max_subarray_001,no
arrays_max_subarray_003,arrays_max_subarray,arrays,dev,naive_concat_v1,0.7727,1.0000,0.0909,0.2828,false,2,,direct_adjudicated,arrays_max_subarray_001,no
arrays_max_subarray_003,arrays_max_subarray,arrays,dev,text_only_v1,0.6429,1.0000,0.1429,0.2644,false,2,,direct_adjudicated,arrays_max_subarray_001,no
arrays_max_subarray_004,arrays_max_subarray,arrays,eval,full_method_v1,0.9000,1.0000,0.0000,0.3008,false,0,,direct_adjudicated,arrays_max_subarray_001,no
arrays_max_subarray_004,arrays_max_subarray,arrays,eval,naive_concat_v1,0.7727,1.0000,0.0909,0.2828,false,2,,direct_adjudicated,arrays_max_subarray_001,no
arrays_max_subarray_004,arrays_max_subarray,arrays,eval,text_only_v1,0.6429,1.0000,0.1429,0.2644,false,2,,direct_adjudicated,arrays_max_subarray_001,no
arrays_max_subarray_005,arrays_max_subarray,arrays,eval,full_method_v1,0.9000,1.0000,0.0000,0.3008,false,0,,direct_adjudicated,arrays_max_subarray_002,no
arrays_max_subarray_005,arrays_max_subarray,arrays,eval,naive_concat_v1,0.5455,1.0000,0.0909,0.2506,false,2,,direct_adjudicated,arrays_max_subarray_002,no
arrays_max_subarray_005,arrays_max_subarray,arrays,eval,text_only_v1,1.0000,1.0000,0.0000,0.3150,false,2,,direct_adjudicated,arrays_max_subarray_002,no
arrays_max_subarray_006,arrays_max_subarray,arrays,eval,full_method_v1,0.9000,1.0000,0.0000,0.3008,false,0,,direct_adjudicated,arrays_max_subarray_001,no
arrays_max_subarray_006,arrays_max_subarray,arrays,eval,naive_concat_v1,0.7727,1.0000,0.0909,0.2828,false,2,,direct_adjudicated,arrays_max_subarray_001,no
arrays_max_subarray_006,arrays_max_subarray,arrays,eval,text_only_v1,0.6429,1.0000,0.1429,0.2644,false,2,,direct_adjudicated,arrays_max_subarray_001,no
arrays_max_subarray_007,arrays_max_subarray,arrays,eval,naive_concat_v1,0.5455,1.0000,0.0909,0.2506,false,2,,direct_adjudicated,arrays_max_subarray_002,no
arrays_max_subarray_007,arrays_max_subarray,arrays,eval,text_only_v1,1.0000,1.0000,0.0000,0.3150,false,2,,direct_adjudicated,arrays_max_subarray_002,no
dp_knapsack_01_001,dp_knapsack_01,dp,dev,code_only_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_001,no
dp_knapsack_01_001,dp_knapsack_01,dp,dev,full_method_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_001,no
dp_knapsack_01_001,dp_knapsack_01,dp,dev,naive_concat_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_001,no
dp_knapsack_01_001,dp_knapsack_01,dp,dev,text_only_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_001,no
dp_knapsack_01_002,dp_knapsack_01,dp,dev,code_only_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_002,no
dp_knapsack_01_002,dp_knapsack_01,dp,dev,full_method_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_002,no
dp_knapsack_01_002,dp_knapsack_01,dp,dev,naive_concat_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_002,no
dp_knapsack_01_002,dp_knapsack_01,dp,dev,text_only_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_002,no
dp_knapsack_01_003,dp_knapsack_01,dp,dev,code_only_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_001,no
dp_knapsack_01_003,dp_knapsack_01,dp,dev,full_method_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_001,no
dp_knapsack_01_003,dp_knapsack_01,dp,dev,naive_concat_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_001,no
dp_knapsack_01_003,dp_knapsack_01,dp,dev,text_only_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_001,no
dp_knapsack_01_004,dp_knapsack_01,dp,eval,code_only_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_001,no
dp_knapsack_01_004,dp_knapsack_01,dp,eval,full_method_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_001,no
dp_knapsack_01_004,dp_knapsack_01,dp,eval,naive_concat_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_001,no
dp_knapsack_01_004,dp_knapsack_01,dp,eval,text_only_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_001,no
dp_knapsack_01_005,dp_knapsack_01,dp,eval,code_only_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_002,no
dp_knapsack_01_005,dp_knapsack_01,dp,eval,full_method_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_002,no
dp_knapsack_01_005,dp_knapsack_01,dp,eval,naive_concat_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_002,no
dp_knapsack_01_005,dp_knapsack_01,dp,eval,text_only_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_002,no
dp_knapsack_01_006,dp_knapsack_01,dp,eval,code_only_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_001,no
dp_knapsack_01_006,dp_knapsack_01,dp,eval,naive_concat_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_001,no
dp_knapsack_01_006,dp_knapsack_01,dp,eval,text_only_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_001,no
dp_knapsack_01_007,dp_knapsack_01,dp,eval,code_only_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_002,no
dp_knapsack_01_007,dp_knapsack_01,dp,eval,full_method_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_002,no
dp_knapsack_01_007,dp_knapsack_01,dp,eval,naive_concat_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_002,no
dp_knapsack_01_007,dp_knapsack_01,dp,eval,text_only_v1,0.8333,1.0000,0.0000,0.7076,false,0,,direct_adjudicated,dp_knapsack_01_002,no
dp_longest_common_subsequence_001,dp_longest_common_subsequence,dp,dev,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,0,,direct_adjudicated,dp_longest_common_subsequence_001,no
dp_longest_common_subsequence_001,dp_longest_common_subsequence,dp,dev,full_method_v1,0.2000,0.5000,0.2000,0.2016,true,3,low_faithfulness,direct_adjudicated,dp_longest_common_subsequence_001,no
dp_longest_common_subsequence_001,dp_longest_common_subsequence,dp,dev,naive_concat_v1,0.5909,1.0000,0.0000,0.2570,false,1,,direct_adjudicated,dp_longest_common_subsequence_001,no
dp_longest_common_subsequence_001,dp_longest_common_subsequence,dp,dev,text_only_v1,0.5556,1.0000,0.0000,0.2520,false,2,,direct_adjudicated,dp_longest_common_subsequence_001,no
dp_longest_common_subsequence_002,dp_longest_common_subsequence,dp,dev,code_only_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,dp_longest_common_subsequence_002,no
dp_longest_common_subsequence_002,dp_longest_common_subsequence,dp,dev,full_method_v1,0.3125,0.7143,0.1250,0.2175,true,3,low_faithfulness,direct_adjudicated,dp_longest_common_subsequence_002,no
dp_longest_common_subsequence_002,dp_longest_common_subsequence,dp,dev,naive_concat_v1,0.5500,1.0000,0.0000,0.2512,false,2,,direct_adjudicated,dp_longest_common_subsequence_002,no
dp_longest_common_subsequence_002,dp_longest_common_subsequence,dp,dev,text_only_v1,0.5625,1.0000,0.0000,0.2530,false,2,,direct_adjudicated,dp_longest_common_subsequence_002,no
dp_longest_common_subsequence_003,dp_longest_common_subsequence,dp,dev,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,0,,direct_adjudicated,dp_longest_common_subsequence_001,no
dp_longest_common_subsequence_003,dp_longest_common_subsequence,dp,dev,full_method_v1,0.2000,0.5000,0.2000,0.2016,true,3,low_faithfulness,direct_adjudicated,dp_longest_common_subsequence_001,no
dp_longest_common_subsequence_003,dp_longest_common_subsequence,dp,dev,naive_concat_v1,0.5909,1.0000,0.0000,0.2570,false,1,,direct_adjudicated,dp_longest_common_subsequence_001,no
dp_longest_common_subsequence_003,dp_longest_common_subsequence,dp,dev,text_only_v1,0.5556,1.0000,0.0000,0.2520,false,2,,direct_adjudicated,dp_longest_common_subsequence_001,no
dp_longest_common_subsequence_004,dp_longest_common_subsequence,dp,eval,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,0,,direct_adjudicated,dp_longest_common_subsequence_001,no
dp_longest_common_subsequence_004,dp_longest_common_subsequence,dp,eval,full_method_v1,0.2000,0.5000,0.2000,0.2016,true,3,low_faithfulness,direct_adjudicated,dp_longest_common_subsequence_001,yes
dp_longest_common_subsequence_004,dp_longest_common_subsequence,dp,eval,naive_concat_v1,0.5909,1.0000,0.0000,0.2570,false,1,,direct_adjudicated,dp_longest_common_subsequence_001,no
dp_longest_common_subsequence_004,dp_longest_common_subsequence,dp,eval,text_only_v1,0.5556,1.0000,0.0000,0.2520,false,2,,direct_adjudicated,dp_longest_common_subsequence_001,no
dp_longest_common_subsequence_005,dp_longest_common_subsequence,dp,eval,naive_concat_v1,0.5500,1.0000,0.0000,0.2512,false,2,,direct_adjudicated,dp_longest_common_subsequence_002,no
dp_longest_common_subsequence_005,dp_longest_common_subsequence,dp,eval,text_only_v1,0.5625,1.0000,0.0000,0.2530,false,2,,direct_adjudicated,dp_longest_common_subsequence_002,no
dp_longest_common_subsequence_006,dp_longest_common_subsequence,dp,eval,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,0,,direct_adjudicated,dp_longest_common_subsequence_001,no
dp_longest_common_subsequence_006,dp_longest_common_subsequence,dp,eval,naive_concat_v1,0.5909,1.0000,0.0000,0.2570,false,1,,direct_adjudicated,dp_longest_common_subsequence_001,no
dp_longest_common_subsequence_006,dp_longest_common_subsequence,dp,eval,text_only_v1,0.5556,1.0000,0.0000,0.2520,false,2,,direct_adjudicated,dp_longest_common_subsequence_001,no
dp_longest_common_subsequence_007,dp_longest_common_subsequence,dp,eval,naive_concat_v1,0.5500,1.0000,0.0000,0.2512,false,2,,direct_adjudicated,dp_longest_common_subsequence_002,no
dp_longest_common_subsequence_007,dp_longest_common_subsequence,dp,eval,text_only_v1,0.5625,1.0000,0.0000,0.2530,false,2,,direct_adjudicated,dp_longest_common_subsequence_002,no
graph_bfs_shortest_path_001,graph_bfs_shortest_path,graph,dev,code_only_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,graph_bfs_shortest_path_001,no
graph_bfs_shortest_path_001,graph_bfs_shortest_path,graph,dev,full_method_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,graph_bfs_shortest_path_001,no
graph_bfs_shortest_path_001,graph_bfs_shortest_path,graph,dev,naive_concat_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,graph_bfs_shortest_path_001,no
graph_bfs_shortest_path_001,graph_bfs_shortest_path,graph,dev,text_only_v1,0.5714,1.0000,0.0000,0.2542,false,4,,direct_adjudicated,graph_bfs_shortest_path_001,no
graph_bfs_shortest_path_002,graph_bfs_shortest_path,graph,dev,code_only_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,graph_bfs_shortest_path_002,no
graph_bfs_shortest_path_002,graph_bfs_shortest_path,graph,dev,full_method_v1,1.0000,1.0000,0.0000,0.7650,false,0,,direct_adjudicated,graph_bfs_shortest_path_002,no
graph_bfs_shortest_path_002,graph_bfs_shortest_path,graph,dev,naive_concat_v1,0.7000,1.0000,0.0000,0.2725,false,3,,direct_adjudicated,graph_bfs_shortest_path_002,no
graph_bfs_shortest_path_002,graph_bfs_shortest_path,graph,dev,text_only_v1,0.6667,1.0000,0.0000,0.2677,false,4,,direct_adjudicated,graph_bfs_shortest_path_002,no
graph_bfs_shortest_path_003,graph_bfs_shortest_path,graph,dev,code_only_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,graph_bfs_shortest_path_001,no
graph_bfs_shortest_path_003,graph_bfs_shortest_path,graph,dev,full_method_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,graph_bfs_shortest_path_001,no
graph_bfs_shortest_path_003,graph_bfs_shortest_path,graph,dev,naive_concat_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,graph_bfs_shortest_path_001,no
graph_bfs_shortest_path_003,graph_bfs_shortest_path,graph,dev,text_only_v1,0.5714,1.0000,0.0000,0.2542,false,4,,direct_adjudicated,graph_bfs_shortest_path_001,no
graph_bfs_shortest_path_004,graph_bfs_shortest_path,graph,eval,code_only_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,graph_bfs_shortest_path_001,no
graph_bfs_shortest_path_004,graph_bfs_shortest_path,graph,eval,full_method_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,graph_bfs_shortest_path_001,no
graph_bfs_shortest_path_004,graph_bfs_shortest_path,graph,eval,naive_concat_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,graph_bfs_shortest_path_001,no
graph_bfs_shortest_path_004,graph_bfs_shortest_path,graph,eval,text_only_v1,0.5714,1.0000,0.0000,0.2542,false,4,,direct_adjudicated,graph_bfs_shortest_path_001,no
graph_bfs_shortest_path_005,graph_bfs_shortest_path,graph,eval,code_only_v1,1.0000,1.0000,0.0000,0.3150,false,0,,direct_adjudicated,graph_bfs_shortest_path_002,no
graph_bfs_shortest_path_005,graph_bfs_shortest_path,graph,eval,full_method_v1,1.0000,1.0000,0.0000,0.7650,false,0,,direct_adjudicated,graph_bfs_shortest_path_002,no
graph_bfs_shortest_path_005,graph_bfs_shortest_path,graph,eval,naive_concat_v1,0.7000,1.0000,0.0000,0.2725,false,3,,direct_adjudicated,graph_bfs_shortest_path_002,no
graph_bfs_shortest_path_005,graph_bfs_shortest_path,graph,eval,text_only_v1,0.6667,1.0000,0.0000,0.2677,false,4,,direct_adjudicated,graph_bfs_shortest_path_002,no
graph_bfs_shortest_path_006,graph_bfs_shortest_path,graph,eval,text_only_v1,0.5714,1.0000,0.0000,0.2542,false,4,,direct_adjudicated,graph_bfs_shortest_path_001,no
graph_bfs_shortest_path_007,graph_bfs_shortest_path,graph,eval,naive_concat_v1,0.7000,1.0000,0.0000,0.2725,false,3,,direct_adjudicated,graph_bfs_shortest_path_002,no
graph_bfs_shortest_path_007,graph_bfs_shortest_path,graph,eval,text_only_v1,0.6667,1.0000,0.0000,0.2677,false,4,,direct_adjudicated,graph_bfs_shortest_path_002,no
graph_dijkstra_001,graph_dijkstra,graph,dev,code_only_v1,0.9167,1.0000,0.0000,0.7363,false,0,,direct_adjudicated,graph_dijkstra_001,no
graph_dijkstra_001,graph_dijkstra,graph,dev,full_method_v1,0.9286,1.0000,0.0000,0.7404,false,0,,direct_adjudicated,graph_dijkstra_001,no
graph_dijkstra_001,graph_dijkstra,graph,dev,naive_concat_v1,0.9286,1.0000,0.0000,0.7404,false,0,,direct_adjudicated,graph_dijkstra_001,no
graph_dijkstra_001,graph_dijkstra,graph,dev,text_only_v1,0.9286,1.0000,0.0000,0.7404,false,0,,direct_adjudicated,graph_dijkstra_001,no
graph_dijkstra_002,graph_dijkstra,graph,dev,code_only_v1,0.9167,1.0000,0.0000,0.7363,false,0,,direct_adjudicated,graph_dijkstra_002,no
graph_dijkstra_002,graph_dijkstra,graph,dev,full_method_v1,0.9286,1.0000,0.0000,0.7404,false,0,,direct_adjudicated,graph_dijkstra_002,no
graph_dijkstra_002,graph_dijkstra,graph,dev,naive_concat_v1,0.9286,1.0000,0.0000,0.7404,false,0,,direct_adjudicated,graph_dijkstra_002,no
graph_dijkstra_002,graph_dijkstra,graph,dev,text_only_v1,0.9286,1.0000,0.0000,0.7404,false,0,,direct_adjudicated,graph_dijkstra_002,no
graph_dijkstra_003,graph_dijkstra,graph,dev,code_only_v1,0.9167,1.0000,0.0000,0.7363,false,0,,direct_adjudicated,graph_dijkstra_001,no
graph_dijkstra_003,graph_dijkstra,graph,dev,full_method_v1,0.9286,1.0000,0.0000,0.7404,false,0,,direct_adjudicated,graph_dijkstra_001,no
graph_dijkstra_003,graph_dijkstra,graph,dev,naive_concat_v1,0.9286,1.0000,0.0000,0.7404,false,0,,direct_adjudicated,graph_dijkstra_001,no
graph_dijkstra_003,graph_dijkstra,graph,dev,text_only_v1,0.9286,1.0000,0.0000,0.7404,false,0,,direct_adjudicated,graph_dijkstra_001,no
graph_dijkstra_004,graph_dijkstra,graph,eval,code_only_v1,0.9167,1.0000,0.0000,0.7363,false,0,,direct_adjudicated,graph_dijkstra_001,no
graph_dijkstra_004,graph_dijkstra,graph,eval,full_method_v1,0.9286,1.0000,0.0000,0.7404,false,0,,direct_adjudicated,graph_dijkstra_001,no
graph_dijkstra_004,graph_dijkstra,graph,eval,naive_concat_v1,0.9286,1.0000,0.0000,0.7404,false,0,,direct_adjudicated,graph_dijkstra_001,no
graph_dijkstra_004,graph_dijkstra,graph,eval,text_only_v1,0.9286,1.0000,0.0000,0.7404,false,0,,direct_adjudicated,graph_dijkstra_001,no
graph_dijkstra_005,graph_dijkstra,graph,eval,code_only_v1,0.9167,1.0000,0.0000,0.7363,false,0,,direct_adjudicated,graph_dijkstra_002,no
graph_dijkstra_005,graph_dijkstra,graph,eval,full_method_v1,0.9286,1.0000,0.0000,0.7404,false,0,,direct_adjudicated,graph_dijkstra_002,no
graph_dijkstra_005,graph_dijkstra,graph,eval,naive_concat_v1,0.9286,1.0000,0.0000,0.7404,false,0,,direct_adjudicated,graph_dijkstra_002,no
graph_dijkstra_005,graph_dijkstra,graph,eval,text_only_v1,0.9286,1.0000,0.0000,0.7404,false,0,,direct_adjudicated,graph_dijkstra_002,no
graph_dijkstra_006,graph_dijkstra,graph,eval,code_only_v1,0.9167,1.0000,0.0000,0.7363,false,0,,direct_adjudicated,graph_dijkstra_001,no
graph_dijkstra_006,graph_dijkstra,graph,eval,text_only_v1,0.9286,1.0000,0.0000,0.7404,false,0,,direct_adjudicated,graph_dijkstra_001,no
graph_dijkstra_007,graph_dijkstra,graph,eval,code_only_v1,0.9167,1.0000,0.0000,0.7363,false,0,,direct_adjudicated,graph_dijkstra_002,no
greedy_coin_change_canonical_001,greedy_coin_change_canonical,greedy,dev,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,0,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_001,greedy_coin_change_canonical,greedy,dev,full_method_v1,0.8000,1.0000,0.0000,0.2867,false,0,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_001,greedy_coin_change_canonical,greedy,dev,naive_concat_v1,0.5000,0.5500,0.0833,0.2441,false,3,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_001,greedy_coin_change_canonical,greedy,dev,text_only_v1,0.5000,0.5500,0.2500,0.2441,false,3,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_002,greedy_coin_change_canonical,greedy,dev,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,0,,direct_adjudicated,greedy_coin_change_canonical_002,no
greedy_coin_change_canonical_002,greedy_coin_change_canonical,greedy,dev,full_method_v1,0.7500,1.0000,0.0000,0.6789,false,0,,direct_adjudicated,greedy_coin_change_canonical_002,no
greedy_coin_change_canonical_002,greedy_coin_change_canonical,greedy,dev,naive_concat_v1,0.5833,1.0000,0.0000,0.2559,false,0,,direct_adjudicated,greedy_coin_change_canonical_002,no
greedy_coin_change_canonical_002,greedy_coin_change_canonical,greedy,dev,text_only_v1,0.5714,1.0000,0.0000,0.2542,false,2,,direct_adjudicated,greedy_coin_change_canonical_002,no
greedy_coin_change_canonical_003,greedy_coin_change_canonical,greedy,dev,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,0,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_003,greedy_coin_change_canonical,greedy,dev,full_method_v1,0.8000,1.0000,0.0000,0.2867,false,0,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_003,greedy_coin_change_canonical,greedy,dev,naive_concat_v1,0.5000,0.5500,0.0833,0.2441,false,3,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_003,greedy_coin_change_canonical,greedy,dev,text_only_v1,0.5000,0.5500,0.2500,0.2441,false,3,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_004,greedy_coin_change_canonical,greedy,eval,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,0,,direct_adjudicated,greedy_coin_change_canonical_001,no
greedy_coin_change_canonical_004,greedy_coin_change_canonical,greedy,eval,naive_concat_v1,0.5000,0.5500,0.0833,0.2441,false,3,,direct_adjudicated,greedy_coin_change_canonical_001,yes
greedy_coin_change_canonical_004,greedy_coin_change_canonical,greedy,eval,text_only_v1,0.5000,0.5500,0.2500,0.2441,false,3,,direct_adjudicated,greedy_coin_change_canonical_001,yes
greedy_coin_change_canonical_005,greedy_coin_change_canonical,greedy,eval,code_only_v1,0.7500,1.0000,0.0000,0.2796,false,0,,direct_adjudicated,greedy_coin_change_canonical_002,no
greedy_coin_change_canonical_005,greedy_coin_change_canonical,greedy,eval,full_method_v1,0.7500,1.0000,0.0000,0.6789,false,0,,direct_adjudicated,greedy_coin_change_canonical_002,no
